"YEAR ","ANTCO2 ","ANTCH4 ","ANTN2O ","ANTCO2EQ ","ABLCO2 ","ABLCH4 ","ABLN2O ","MACCO2 ","MACCH4 ","MACN2O ","ABCCO2 ","ABCCH4 ","ABCN2O ","CONCO2 ","CONCH4 ","CONN2O ","CONrOH ","RADCO2 ","RADCH4 ","RADN2O ","RADO3TRP ","RADHALO ","RADSF6 ","RADSO2 ****
"2000",8.3000,281.60,7.07,41.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,369.69,1752.10,317.04,1.0000,1.5408,0.4865,0.1556,0.3780,0.3323,0.0024,-0.4523,-0.1131,-0.9047,1.4615,0.7609,8.0818,1.00,39.409666,0.021666,3.418243
"2001",8.3700,285.20,7.17,42.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,371.32,1741.78,318.11,0.9973,1.5643,0.4826,0.1591,0.3738,0.3364,0.0024,-0.4433,-0.1142,-0.8927,1.5034,0.7894,8.0802,1.04,78.882970,0.043644,6.861658
"2002",8.4500,288.70,7.27,42.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,372.99,1734.52,319.20,0.9940,1.5883,0.4799,0.1625,0.3700,0.3405,0.0024,-0.4343,-0.1154,-0.8805,1.5472,0.8191,8.0786,1.08,79.010774,0.044268,6.912191
"2003",8.5200,292.20,7.37,42.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,374.67,1729.90,320.29,0.9914,1.6123,0.4781,0.1660,0.3674,0.3445,0.0025,-0.4253,-0.1165,-0.8682,1.5931,0.8494,8.0769,1.12,79.139641,0.044891,6.963101
"2004",8.6000,295.80,7.46,43.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,376.37,1727.69,321.40,0.9876,1.6363,0.4773,0.1695,0.3641,0.3484,0.0025,-0.4163,-0.1177,-0.8557,1.6384,0.8797,8.0753,1.17,79.269584,0.045516,7.014390
"2005",8.6700,299.20,7.56,43.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,378.07,1727.75,322.51,0.9829,1.6604,0.4773,0.1730,0.3612,0.3522,0.0026,-0.4065,-0.1189,-0.8421,1.6871,0.9105,8.0737,1.22,79.400615,0.046139,7.066062
"2006",8.7500,302.80,7.66,44.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,379.78,1729.90,323.64,0.9781,1.6845,0.4781,0.1765,0.3585,0.3559,0.0026,-0.3975,-0.1200,-0.8293,1.7354,0.9416,8.0721,1.27,79.532749,0.046762,7.118118
"2007",8.8200,306.20,7.76,44.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,381.50,1733.92,324.77,0.9730,1.7087,0.4797,0.1801,0.3559,0.3596,0.0026,-0.3885,-0.1212,-0.8163,1.7845,0.9730,8.0704,1.32,79.665999,0.047385,7.170560
"2008",8.9000,309.80,7.86,45.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,383.24,1739.67,325.92,0.9675,1.7329,0.4818,0.1837,0.3537,0.3631,0.0026,-0.3795,-0.1224,-0.8032,1.8347,1.0048,8.0688,1.37,79.800379,0.048008,7.223391
"2009",8.9600,313.30,7.95,45.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,384.98,1746.98,327.08,0.9621,1.7571,0.4846,0.1873,0.3515,0.3666,0.0026,-0.3704,-0.1235,-0.7899,1.8856,1.0370,8.0671,1.42,79.935904,0.048632,7.276613
"2010",9.0300,316.80,8.05,45.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,386.73,1755.69,328.24,0.9564,1.7813,0.4878,0.1910,0.3495,0.3699,0.0027,-0.3614,-0.1247,-0.7765,1.9372,1.0697,8.0655,1.48,80.072592,0.049257,7.330229
"2011",9.2800,323.20,8.19,47.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,388.53,1766.18,329.42,0.9505,1.8061,0.4917,0.1946,0.3505,0.3729,0.0027,-0.3532,-0.1270,-0.7640,1.9899,1.1027,8.0638,1.54,80.210451,0.049884,7.384239
"2012",9.5400,329.50,8.32,48.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,390.42,1778.86,330.62,0.9435,1.8320,0.4965,0.1984,0.3514,0.3752,0.0027,-0.3456,-0.1294,-0.7525,2.0419,1.1362,8.0621,1.60,80.349467,0.050512,7.438648
"2013",9.7900,335.90,8.45,49.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,392.39,1793.58,331.83,0.9366,1.8588,0.5019,0.2021,0.3523,0.3768,0.0027,-0.3381,-0.1315,-0.7409,2.0955,1.1700,8.0603,1.67,80.489619,0.051143,7.493457
"2014",10.0400,342.30,8.59,50.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,394.43,1810.06,333.06,0.9305,1.8866,0.5080,0.2059,0.3545,0.3777,0.0027,-0.3306,-0.1340,-0.7291,2.1512,1.2045,8.0584,1.73,80.630884,0.051780,7.548669
"2015",10.2900,348.60,8.72,51.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,396.56,1828.14,334.31,0.9232,1.9153,0.5147,0.2098,0.3558,0.3781,0.0027,-0.3231,-0.1363,-0.7172,2.2073,1.2396,8.0564,1.80,80.773241,0.052425,7.604285
"2016",10.5300,355.00,8.87,52.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,398.76,1847.82,335.57,0.9156,1.9448,0.5219,0.2137,0.3573,0.3780,0.0027,-0.3156,-0.1387,-0.7052,2.2646,1.2752,8.0544,1.87,80.916667,0.053077,7.660309
"2017",10.7800,361.30,9.00,54.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,401.02,1868.89,336.85,0.9087,1.9751,0.5295,0.2177,0.3593,0.3773,0.0027,-0.3088,-0.1408,-0.6942,2.3216,1.3114,8.0524,1.95,81.061143,0.053740,7.716743
"2018",11.0300,367.70,9.14,55.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,403.36,1891.25,338.15,0.9009,2.0061,0.5376,0.2217,0.3611,0.3761,0.0027,-0.3006,-0.1432,-0.6806,2.3832,1.3484,8.0503,2.03,81.206644,0.054414,7.773588
"2019",11.2800,374.10,9.27,56.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,405.77,1914.89,339.46,0.8932,2.0379,0.5461,0.2257,0.3636,0.3744,0.0027,-0.2930,-0.1455,-0.6682,2.4445,1.3862,8.0481,2.11,81.353146,0.055099,7.830848
"2020",11.5300,380.40,9.40,57.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,408.25,1939.70,340.79,0.8853,2.0704,0.5549,0.2298,0.3655,0.3723,0.0027,-0.2855,-0.1478,-0.6555,2.5061,1.4246,8.0459,2.19,81.500623,0.055798,7.888524
"2021",11.7361,385.85,9.49,58.58,0.40,0.40,0.40,4.21,1.78,10.63,0.09,0.00,0.00,410.78,1965.35,342.13,0.8784,2.1034,0.5640,0.2339,0.3671,0.3699,0.0028,-0.2795,-0.1497,-0.6453,2.5645,1.4632,8.0436,2.28,81.649049,0.056513,7.946619
"2022",11.8951,389.67,9.56,59.27,1.20,1.20,1.20,12.64,5.55,34.04,0.85,0.01,0.00,413.36,1991.29,343.47,0.8711,2.1368,0.5732,0.2380,0.3681,0.3672,0.0028,-0.2728,-0.1515,-0.6337,2.6246,1.5021,8.0414,2.37,81.798405,0.057247,8.005134
"2023",12.0135,391.77,9.57,59.74,2.40,2.40,2.40,25.27,11.82,75.29,3.49,0.05,0.01,415.95,2016.96,344.82,0.8641,2.1701,0.5821,0.2421,0.3697,0.3643,0.0028,-0.2675,-0.1533,-0.6245,2.6811,1.5411,8.0391,2.46,81.948679,0.057999,8.064072
"2024",12.0684,392.06,9.54,59.91,4.00,4.00,4.00,42.12,21.42,144.17,9.93,0.16,0.04,418.54,2041.78,346.14,0.8572,2.2033,0.5908,0.2461,0.3712,0.3612,0.0028,-0.2607,-0.1553,-0.6127,2.7408,1.5803,8.0368,2.56,82.099865,0.058771,8.123432
"2025",12.0758,390.38,9.48,59.83,6.00,6.00,6.00,63.18,35.81,259.19,22.88,0.40,0.10,421.11,2065.18,347.45,0.8507,2.2359,0.5988,0.2501,0.3725,0.3579,0.0028,-0.2547,-0.1571,-0.6020,2.7970,1.6196,8.0346,2.67,82.251970,0.059562,8.183217
"2026",12.0034,386.92,9.35,59.39,8.40,8.40,8.40,88.46,57.34,455.82,45.85,0.88,0.24,423.63,2086.58,348.72,0.8448,2.2678,0.6062,0.2539,0.3735,0.3545,0.0028,-0.2487,-0.1590,-0.5912,2.8511,1.6587,8.0324,2.77,82.405010,0.060374,8.243428
"2027",11.8777,381.27,9.18,58.67,11.20,11.19,11.20,117.95,89.79,804.33,83.29,1.76,0.52,426.07,2105.50,349.95,0.8386,2.2985,0.6126,0.2577,0.3737,0.3508,0.0028,-0.2427,-0.1608,-0.5803,2.9023,1.6973,8.0303,2.88,82.559011,0.061204,8.304063
"2028",11.6938,377.07,8.97,57.77,14.40,13.58,14.40,151.65,125.76,1449.66,140.74,2.91,1.11,428.43,2122.06,351.13,0.8332,2.3279,0.6183,0.2612,0.3743,0.3470,0.0028,-0.2367,-0.1626,-0.5693,2.9514,1.7354,8.0283,3.00,82.714013,0.062052,8.365124
"2029",11.4312,374.30,8.70,56.59,18.00,15.56,18.00,189.57,163.00,2704.08,224.52,4.22,2.34,430.67,2136.94,352.25,0.8277,2.3557,0.6233,0.2646,0.3742,0.3430,0.0029,-0.2299,-0.1645,-0.5568,2.9993,1.7730,8.0264,3.12,82.870065,0.062916,8.426609
"2030",11.1882,372.98,8.46,55.53,21.37,17.15,21.20,225.05,198.55,4622.50,323.12,5.58,4.30,432.78,2150.72,353.30,0.8233,2.3818,0.6280,0.2678,0.3748,0.3389,0.0029,-0.2239,-0.1663,-0.5455,3.0437,1.8099,8.0246,3.24,83.027227,0.063797,8.488517
"2031",10.9637,373.51,8.27,54.65,24.34,18.34,24.01,256.32,229.10,7330.42,427.54,6.82,7.17,434.78,2163.98,354.30,0.8187,2.4065,0.6324,0.2708,0.3756,0.3347,0.0029,-0.2194,-0.1686,-0.5370,3.0849,1.8458,8.0229,3.37,83.185558,0.064698,8.550848
"2032",10.7790,375.57,8.10,53.96,26.90,19.13,26.41,283.39,251.46,10844.01,532.82,7.81,10.99,436.69,2177.37,355.26,0.8144,2.4299,0.6369,0.2737,0.3769,0.3308,0.0029,-0.2149,-0.1709,-0.5284,3.1256,1.8809,8.0213,3.51,83.345113,0.065618,8.613602
